번호,종목코드,기업명,업종코드,업종,상장주식수(주),자본금(백만원),액면가(원),통화구분,대표전화,주소,총카운트
156,071970,STX중공업,032901,일반 목적용 기계 제조업,"22,325,027","55,812,567,500","2,500",원(KRW),055-280-0700,경상남도 창원시 성산구  남면로 381 ,2046
157,194860,SY이노베이션,032202,플라스틱제품 제조업,"2,460,000","1,230,000,000","500",원(KRW),02-3395-0601,경기도 안양시 동안구 흥안대로427번길 38 성지스타위드 1116호,2046
158,002710,TCC동양,032401,1차 철강 제조업,"22,342,500","22,342,500,000","1,000",원(KRW),02-2633-3311,경상북도 포항시 남구  괴동로 100 ,2046
159,032540,TJ미디어,032605,영상 및 음향기기 제조업,"13,931,609","6,965,804,500","500",원(KRW),02  -3663-4700,서울특별시 강서구 화곡로64길 23 ,2046
160,048770,TPC,032901,일반 목적용 기계 제조업,"12,900,000","6,450,000,000","500",원(KRW),032 -572 -1700,인천광역시 서구 갑문2로 39 (오류동) 단해창도클러스터 ,2046
161,024070,WISCOM,032202,플라스틱제품 제조업,"15,025,920","7,512,960,000","500",원(KRW),031-495-1181,경기도 안산시 단원구  강촌로 237 ,2046
162,057030,YBM시사닷컴,168507,교육지원 서비스업,"16,312,697","8,156,348,500","500",원(KRW),(02) 2008-5200,"경기도 성남시 분당구 대왕판교로 670 유스페이스2 A동 8,9층 ",2046
163,037270,YG PLUS,137103,광고업,"57,510,854","29,380,427,000","500",원(KRW),02-3140-4600,서울특별시 강남구 도산대로15길 12 -,2046
164,040300,YTN,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업","42,000,000","42,000,000,000","1,000",원(KRW),(02) 398-8000,서울특별시 마포구 상암산로 76와이티엔뉴스퀘어 ,2046
165,051390,YW,032604,통신 및 방송 장비 제조업,"11,355,368","5,677,684,000","500",원(KRW),(031)703-7118,"경기도 성남시 분당구  야탑남로 280 801(야탑동,분당테크노파크씨동)",2046
166,052220,iMBC,106301,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개서비스업","23,000,000","11,500,000,000","500",원(KRW),(02)2105-1100,"서울특별시 마포구 성암로 25510층(상암동, 문화방송미디어센터) ",2046
167,079940,가비아,105802,소프트웨어 개발 및 공급업,"13,535,684","6,767,842,000","500",원(KRW),1544-4370,"경기도 성남시 분당구  대왕판교로 660 유스페이스1 B동 401호,501호",2046
168,078890,가온미디어,032604,통신 및 방송 장비 제조업,"13,408,230","6,704,115,000","500",원(KRW),031-724-8500,경기도 성남시 분당구  성남대로 884-3 ,2046
169,000500,가온전선,032803,절연선 및 케이블 제조업,"4,160,347","20,801,735,000","5,000",원(KRW),02-6921-3921,경기도 군포시  엘에스로45번길 120 ,2046
170,030270,가희,031301,방적 및 가공사 제조업,"26,182,308","13,091,154,000","500",원(KRW),02  -757 -9171,충청북도 충주시  가주농공2길 21 ,2046
171,192410,감마누,032604,통신 및 방송 장비 제조업,"3,610,200","1,805,100,000","500",원(KRW),031-831-8800,경기도 화성시 동탄면 금곡로 185-44 ,2046
172,024840,갑을메탈,032402,1차 비철금속 제조업,"106,207,480","53,103,740,000","500",원(KRW),053 -615 -1161,대구광역시 달성군 논공읍 논공로87길 88 갑을메탈 대구공장,2046
173,000860,강남제비스코,032004,기타 화학제품 제조업,"6,500,000","6,500,000,000","1,000",원(KRW),051-892-4221,부산광역시 부산진구  냉정로 289 (가야동),2046
174,217730,강스템바이오텍,137001,자연과학 및 공학 연구개발업,"13,817,150","6,908,575,000","500",원(KRW),02-888-1590,서울특별시 관악구 관악로 1 서울대학교 제82동 생명공학연구동 2층 ,2046
175,035250,강원랜드,189102,유원지 및 기타 오락관련 서비스업,"213,940,500","106,970,250,000","500",원(KRW),033-590-7700,강원도 정선군 사북읍 하이원길 265 강원랜드,2046
176,011420,갤럭시아에스엠,189101,스포츠 서비스업,"27,549,644","13,774,822,000","500",원(KRW),02-775-1300,서울특별시 강남구  학동로 311 미성빌딩 7층  ,2046
177,094480,갤럭시아컴즈,105802,소프트웨어 개발 및 공급업,"32,693,543","16,346,771,500","500",원(KRW),02-3484-8400,서울시 강남구 수서동 715번지 수서오피스 빌딩 12층 ,2046
178,063080,게임빌,105802,소프트웨어 개발 및 공급업,"6,522,376","3,261,188,000","500",원(KRW),02-876-5252,서울특별시 서초구  서초중앙로 4 게임빌빌딩,2046
179,039240,경남스틸,032401,1차 철강 제조업,"5,000,000","2,500,000,000","500",원(KRW),055 -252 -9208,경남 창원시 웅남동 61-46번지 ,2046
180,008020,경남에너지,043502,가스 제조 및 배관공급업,"41,249,008","20,624,504,000","500",원(KRW),055-260-4231,경상남도 창원시 성산구  연덕로 18 (웅남동),2046
181,053950,경남제약,032102,의약품 제조업,"11,248,376","5,624,188,000","500",원(KRW),02-3490-5105,경상남도 의령군 동동리 1539-5 ,2046
182,002100,경농,032004,기타 화학제품 제조업,"21,691,750","10,845,875,000","500",원(KRW),02-3488-5800,서울특별시 서초구 강남대로39길 15-10한라비발디스튜디오193 ,2046
183,009450,경동나비엔,032805,가정용 기기 제조업,"12,739,510","12,739,510,000","1,000",원(KRW),031-659-1144,경기도 평택시 서탄면 수월암길 95 -,2046
184,012320,경동도시가스,043502,가스 제조 및 배관공급업,"3,484,800","17,424,000,000","5,000",원(KRW),052-219-5300,울산광역시 북구  염포로 260-10 ,2046
185,011040,경동제약,032102,의약품 제조업,"13,275,000","13,575,000,000","1,000",원(KRW),02  -576 -6121,경기도 화성시  양감면 제약단지로 224-3 ,2046
186,000050,경방,031301,방적 및 가공사 제조업,"2,741,527","13,707,635,000","5,000",원(KRW),02-2638-6000,서울특별시 영등포구 영중로 15 (영등포동 4가) ,2046
187,214390,경보제약,032101,기초 의약물질 및 생물학적 제제 제조업,"23,906,860","11,953,430,000","500",원(KRW),02-2175-2315,충청남도 아산시 실옥로 174 ,2046
188,139050,경봉,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","15,723,933","7,861,966,500","500",원(KRW),031-470-4803,경기도 안양시 만안구 예술공원로 153-323층(석수동 825-1 3층) ,2046
189,012610,경인양행,032001,기초화학물질 제조업,"40,396,365","20,198,182,500","500",원(KRW),032-571-7498,인천광역시 서구  건지로 199 (석남동) 223-52,2046
190,009140,경인전자,032602,전자부품 제조업,"1,570,797","7,853,985,000","5,000",원(KRW),02-2113-2000,"서울특별시 금천구  가산디지털2로 184 1411호(가산동,벽산/경인디지털밸리2)",2046
191,024910,경창산업,033003,자동차 부품 제조업,"17,560,000","8,780,000,000","500",원(KRW),053 -560 -0141,대구광역시 서구  국채보상로 104 경창산업(주) ,2046
192,013580,계룡건설산업,064102,토목 건설업,"8,930,907","44,654,535,000","5,000",원(KRW),042-480-7114-5,대전광역시 서구 문정로48번길 48 -,2046
193,012200,계양전기,032901,일반 목적용 기계 제조업,"32,600,000","17,000,000,000","500",원(KRW),02-559-6800,서울특별시 강남구 테헤란로 508 (대치동)해성2빌딩 2층,2046
194,004200,고려개발,064102,토목 건설업,"21,550,000","107,750,000,000","5,000",원(KRW),031-420-9000,"경기도 용인시 수지구 풍덕천로 112 501(풍덕천동, 하나프라자빌딩)",2046
195,089890,고려반도체,032902,특수 목적용 기계 제조업,"8,050,032","4,025,016,000","500",원(KRW),032-662-2224,경기도 부천시 오정구  산업로 62 ,2046
196,002140,고려산업,031006,"곡물가공품, 전분 및 전분제품 제조업","24,939,425","24,939,425,000","1,000",원(KRW),051-600-5069,부산광역시 사상구 새벽시장로 21(감전동) ,2046
197,049720,고려신용정보,147509,기타 사업지원 서비스업,"14,300,000","7,150,000,000","500",원(KRW),02-3450-9000,"서울특별시 서초구 서초대로 353 (서초동, 유니온타워)",2046
198,010130,고려아연,032402,1차 비철금속 제조업,"18,870,000","94,350,000,000","5,000",원(KRW),02-519-3416,서울특별시 강남구  강남대로 542 영풍빌딩 ,2046
199,002240,고려제강,032401,1차 철강 제조업,"18,000,000","18,000,000,000","1,000",원(KRW),051-760-1700,부산광역시 수영구 구락로 150 ,2046
200,014570,고려제약,032102,의약품 제조업,"11,000,000","5,500,000,000","500",원(KRW),02-529-6100,경기도 이천시  신둔면 원적로 69-10 ,2046
201,009810,고려포리머,074607,기타 전문 도매업,"35,857,536","17,928,768,000","500",원(KRW),02-6000-7800,"서울특별시 강남구 영동대로 513 100-1(삼성동, 코엑스상사전시장C-)",2046
202,098460,고영,032902,특수 목적용 기계 제조업,"13,652,951","6,826,475,500","500",원(KRW),02-6343-6000,"서울특별시 금천구 가산디지털2로 53 (가산동, 한라시그마밸리 14층, 15층)",2046
203,206660,골든브릿지제2호스팩,116601,금융지원 서비스업,"3,900,000","390,000,000","100",원(KRW),02-3779-3128,서울특별시 서대문구 충정로 50 (충정로3가),2046
204,219580,골든브릿지제3호스팩,116601,금융지원 서비스업,"4,900,000","490,000,000","100",원(KRW),02-3779-3129,"서울특별시 서대문구 충정로 50(충정로3가, 골든브릿지빌딩) ",2046
205,227950,골든브릿지제4호스팩,116601,금융지원 서비스업,"7,550,000","755,000,000","100",원(KRW),02-3779-3129,"서울특별시 서대문구 충정로 50, 5층(충정로3가, 골든브릿지빌딩) ",2046
206,001290,골든브릿지증권,116601,금융지원 서비스업,"63,737,067","65,040,543,000","1,000",원(KRW),02-3779-3000,서울특별시 서대문구 충정로 50 골든브릿지빌딩 ,2046
207,215000,골프존,105802,소프트웨어 개발 및 공급업,"6,275,415","3,137,707,500","500",원(KRW),1577-4333,대전광역시 유성구 엑스포로97번길 40 (도룡동),2046
208,121440,골프존유원홀딩스,105802,소프트웨어 개발 및 공급업,"42,836,818","21,418,409,000","500",원(KRW),042-862-8109,서울특별시 강남구 영동대로 735- ,2046
209,076340,관악산업,064201,기반조성 및 시설물 축조관련 전문공사업,"4,871,460","2,435,730,000","500",원(KRW),02-2240-7900,"서울특별시 송파구 올림픽로 293-19 (신천동, 현대타워빌딩 2층) ",2046
210,009290,광동제약,032102,의약품 제조업,"52,420,851","52,420,851,000","1,000",원(KRW),02-6006-7777,서울특별시 서초구  서초중앙로 85 가산빌딩 ,2046
211,014200,광림,033001,자동차용 엔진 및 자동차 제조업,"19,119,243","19,119,243,000","1,000",원(KRW),043 -260 -9111,충청북도 청원군  현도면 청남로 484 (주)광림 ,2046
212,017040,광명전기,032801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","43,337,615","21,668,807,500","500",원(KRW),031-494-0720,경기도 안산시 단원구  목내로 160 (목내동) ,2046
213,017900,광전자,032601,반도체 제조업,"57,943,763","28,971,881,500","500",원(KRW),063-839-1111,전라북도 익산시  약촌로 133 (신흥동),2046
214,037710,광주신세계,074701,종합 소매업,"1,600,000","8,000,000,000","5,000",원(KRW),062-360-1234,광주광역시 서구  무진대로 932 (주)광주신세계,2046
215,192530,광주은행,116401,은행 및 저축기관,"51,316,057","256,580,285,000","5,000",원(KRW),062-239-5000,광주광역시 동구 제봉로 225 ,2046
216,026910,광진실업,032401,1차 철강 제조업,"6,405,405","3,202,702,500","500",원(KRW),051 -204 -9101,부산 사하구 신평동 370-103 ,2046
217,090150,광진윈텍,033003,자동차 부품 제조업,"9,658,393","4,829,196,500","500",원(KRW),051-711-2222,부산광역시 기장군  장안읍 장안산단9로 110 ,2046
218,140910,광희리츠,126801,부동산 임대 및 공급업,"3,628,735","18,143,675,000","5,000",원(KRW),02-2077-5800,"서울특별시 강남구 언주로 711 9층(논현동, 건설공제조합)",2046
219,223040,교보5호스팩,116601,금융지원 서비스업,"5,430,000","543,000,000","100",원(KRW),02-3771-9169,서울특별시 영등포구 의사당대로 97 ,2046
220,030610,교보증권,116601,금융지원 서비스업,"36,000,000","180,000,000,000","5,000",원(KRW),02-3771-9000,서울특별시 영등포구 의사당대로 97 교보증권빌딩 ,2046
221,223220,구름컴퍼니,105802,소프트웨어 개발 및 공급업,"3,400,000","1,700,000,000","500",원(KRW),02-414-9909,"경기도 성남시 분당구 성남대로331번길 8 킨스타워 6층 607호,608호",2046
222,053270,구영테크,033003,자동차 부품 제조업,"19,794,174","9,897,087,000","500",원(KRW),053-592-6111,대구광역시 달서구  달서대로91길 97 ,2046
223,007690,국도화학,032001,기초화학물질 제조업,"5,810,616","29,053,080,000","5,000",원(KRW),02-3282-1400,서울특별시 금천구  가산디지털2로 61 ,2046
224,005320,국동,074604,가정용품 도매업,"5,480,868","2,740,434,000","500",원(KRW),02-3407-7710,"서울특별시 동대문구 천호대로 405 7,8층(장안동,동보빌딩) ",2046
225,001140,국보,084903,도로 화물 운송업,"1,027,304","5,136,520,000","5,000",원(KRW),02-765-5544,서울특별시 중구 소공로 88 ,2046
226,066620,국보디자인,064204,실내건축 및 건축마무리 공사업,"7,500,000","3,750,000,000","500",원(KRW),(02)738-2700,서울 마포구 서교동 477-22 ,2046
227,043650,국순당,031101,알콜음료 제조업,"17,858,304","8,929,152,000","500",원(KRW),02  -5138-500,강원도 횡성군 둔내면 강변로 975 ,2046
228,006050,국영지앤엠,032301,유리 및 유리제품 제조업,"32,921,561","16,460,780,500","500",원(KRW),02-2015-0370,"서울시 서초구 서초중앙로 36 (서초동, 준영빌딩 7층) ",2046
229,060480,국일신동,032402,1차 비철금속 제조업,"11,090,000","5,545,000,000","500",원(KRW),031-499-9192,경기도 안산시 단원구 번영2로 58 &nbsp,2046
230,078130,국일제지,031709,기타 종이 및 판지 제품 제조업,"20,588,234","10,294,117,000","500",원(KRW),(031)339-9100,경기도 용인시 처인구  이동면 백옥대로 563 ,2046
231,002720,국제약품공업,032102,의약품 제조업,"16,607,318","16,607,318,000","1,000",원(KRW),031-781-9081,경기도 성남시 분당구  야탑로 96-8 ,2046
232,019010,그랜드백화점,074701,종합 소매업,"4,820,000","24,100,000,000","5,000",원(KRW),02-3665-0101,서울특별시 강남구 선릉로62길 15 ,2046
233,186230,그린플러스,032402,1차 비철금속 제조업,"2,466,273","1,233,136,500","500",원(KRW),041-332-6421,충청남도 예산군  응봉면 응봉로 50-42 ,2046
234,014530,극동유화,031902,석유 정제품 제조업,"3,486,942","17,434,710,000","5,000",원(KRW),055-370-9900,경상남도 양산시  어실로 101 ,2046
235,135160,글로벌광통신,032803,절연선 및 케이블 제조업,"2,425,000","1,212,500,000","500",원(KRW),062-973-6114,광주광역시 북구 첨단벤처로60번길 10(대촌동) ,2046
236,900070,글로벌에스엠,137105,"회사본부, 지주회사 및 경영컨설팅 서비스업","48,703,649","24,351,824","0.5",미국달러(USD),031-932-9970,"GEORGE TOWN,GRAND CAYMAN KY1-1112 CAYMAN ISLANDS SCOTLA CENTRE 4TH FLOOR,P.O.BOX2804,",2046
237,019660,글로본,116601,금융지원 서비스업,"28,001,047","14,000,523,500","500",원(KRW),031-698-7300,경기도 성남시 분당구 판교로255번길 35 판교실리콘파크 B동 8층 (삼평동),2046
238,014280,금강공업,032401,1차 철강 제조업,"4,855,964","24,869,695,000","5,000",원(KRW),051-264-8881,부산광역시 사하구  다산로 110 ,2046
239,053260,금강철강,032401,1차 철강 제조업,"18,720,000","9,860,000,000","500",원(KRW),(02)3471-0001,"서울특별시 서초구  서운로 19 701호(서초동, 서초월드오피스텔)",2046
240,008870,금비,032301,유리 및 유리제품 제조업,"1,000,000","5,000,000,000","5,000",원(KRW),031-632-5280,경기도 이천시 부발읍 중부대로1707번길 13 ,2046
241,058370,금성테크,074607,기타 전문 도매업,"18,068,794","9,034,397,000","500",원(KRW),031-488-9471,경기도 시흥시  군자천로237번길 14 시화공단 2나 405호,2046
242,001570,금양,032001,기초화학물질 제조업,"39,353,308","19,676,654,000","500",원(KRW),051-316-5881,부산광역시 사상구  낙동대로960번길 81 (감전동) (주)금양,2046
